job-title,job-description-html,job-location,job-salary,job-url,job-type
"
      Architecte Cybersécurité
    ","<p>Dans un contexte de transformation digitale marqué par l'émergence des nouvelles technologies telles que les Chatbots, la Datascience et le Cloud, ainsi que par l'adoption de nouvelles méthodes de travail comme l'agilité, nous sommes à la recherche d'un Architecte Cyber Sécurité pour renforcer l'équipe de notre client du secteur bancaire. </p><p> </p><p> Le service concerné a pour mission de sensibiliser et de former tous les acteurs de l'entreprise à la sécurité, d'animer la gouvernance sécurité , de piloter le plan d'action sécurité, d'accompagner l'ensemble des métiers dans la sécurisation de leurs projets et de leurs activités quotidiennes, d'assurer le reporting des indicateurs de contrôle et de couverture des risques cyber, ainsi que de mettre en œuvre la sécurité au quotidien en suivant, traitant et réagissant face aux alertes de sécurité informatique.</p><p> </p><p><strong>Responsabilités :</strong> En tant qu'Architecte Cyber Sécurité, vous serez chargé(e) d'accompagner la sécurité des projets métiers et techniques de la phase d'instruction à la mise en production. Vos responsabilités incluront notamment :</p><ul><li><p>Apporter votre expertise sécurité aux projets techniques.</p></li><li><p>Accompagner les architectes sur les aspects sécurité de l'architecture technique de la solution (authentification, chiffrement, sécurité des flux, etc.).</p></li><li><p>Proposer des évolutions aux solutions de sécurité.</p></li><li><p>Piloter divers sujets sécurité techniques et fonctionnels avec des correspondants techniques ou métiers suivant le projet, tels que le déploiement d'infrastructure ou d'application dans le Cloud, la promotion de l'utilisation et de la combinaison des briques de sécurité existantes, l'analyse des risques de sécurité liés à l'introduction de nouvelles technologies ou de nouveaux systèmes d'information, l'animation de programme de Cyber Sécurité, la déclinaison des programmes de sécurité , le pilotage de projets techniques de transformation de SI, etc.</p></li></ul><ul><li><p><strong>Architecte Sécurité Senior :</strong> Une solide expérience dans la conception et la mise en œuvre de solutions de sécurité est essentielle pour ce rôle. Il doit être capable de concevoir des architectures sécurisées adaptées aux besoins spécifiques de l'entreprise, en tenant compte des nouvelles technologies et des méthodes de travail émergentes.</p></li><li><p><strong>Expertise en DLP (Data Loss Prevention) :</strong> La gestion des données sensibles est cruciale dans tout environnement numérique. Un consultant avec une expérience avérée en DLP peut aider à mettre en place des politiques et des technologies pour prévenir la fuite de données et assurer la conformité aux réglementations en matière de protection des données.</p></li><li><p><strong>Connaissance de la Sécurité Big Data :</strong> Avec l'essor du Big Data, il est important d'avoir des compétences en matière de sécurité pour protéger les données massives contre les menaces potentielles. Un consultant expérimenté dans ce domaine peut concevoir et mettre en œuvre des stratégies de sécurité adaptées aux environnements Big Data.</p></li><li><p><strong>Expérience avec Microsoft 365 (M365) :</strong> Étant donné l'omniprésence de Microsoft 365 dans de nombreuses entreprises, il est essentiel d'avoir une expertise dans ce domaine pour garantir la sécurité des données et des applications hébergées dans le cloud.</p></li><li><p><strong>Intégration d'application dans le SOC :</strong> La capacité à intégrer les applications dans le SOC (Security Operations Center) est importante pour assurer une surveillance efficace des menaces et une réponse rapide aux incidents de sécurité.</p></li><li><p><strong>Expérience en pilotage de projet et suivi de recommandations d'audit :</strong> Un consultant ayant une expérience solide en gestion de projet et en suivi des recommandations d'audit peut assurer le bon déroulement des initiatives de sécurité et garantir la conformité aux normes et réglementations en vigueur.</p></li></ul><p><strong>Compétences requises :</strong></p><ul><li><p>Architecte Sécurité : Senior</p></li><li><p>Expérience en DLP</p></li><li><p>Expérience en Sécurité Big Data</p></li><li><p>Expérience avec Microsoft 365 (M365)</p></li><li><p>Expérience en intégration d'application dans le SOC</p></li><li><p>Expérience en pilotage de projet</p></li><li><p>Expérience en suivi de recommandations d'audit</p></li><li><p>Expérience en animation et sensibilisation</p></li></ul><p><strong>Outils Informatiques :</strong></p><ul><li><p>Connaissance ou utilisation de M365, de solutions de DLP, de MAPR, de Spark, de YARN, de Hive, de Hadoop, et de Oozie</p></li></ul><p>Si vous êtes un professionnel de la sécurité passionné, curieux, ouvert à l'innovation, motivé par le changement et engagé dans la transformation, nous vous invitons à postuler pour rejoindrebl' équipe de notre client et contribuer à leur mission de renforcer la sécurité de leur entreprise dans ce monde numérique en constante évolution.</p>","Paris, France",100-700 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/architecte-cybersecurite-63,"
      Freelance
     
      CDI
    "
"
      OT/IoT Cyber Security Consultant
    ","<p>Mon client, l’une des plus grandes entreprises d’ingénierie électrique en France, recherche un spécialiste OT, avec une forte expérience dans l’environnement OT (IEC62443) et sur la nouvelle réglementation européenne RED et CRA, pour l’accompagner dans la stratégie future de l’entreprise, s’assurer qu’ils ont une longueur d’avance pour respecter le nouveau règlement européen concernant la cybersécurité dans l’OT est une plainte.<br><br>Rôle : Spécialiste OT/IoT<br>Lieu : Paris/Strasbourg<br>À distance : Principalement à distance, visite ponctuelle de sites à Strasbourg ou Paris<br>Contrat : 6 mois renouvelable<br><br>Description de l’emploi:<br><br> Être très confiant avec les nouvelles réglementations européennes RED et CRA et conseiller en conséquence sur la stratégie.<br> Création d’un PDV<br> la gestion des incidents<br> Gestion des vulnérabilités pour créer un processus permettant de gérer toutes les vulnérabilités et comment les traiter. Accédez aux directives de <br> processus.<br> Définir la réponse aux incidents pour le mélangeur<br> Solide connaissance de la norme IEC62443<br> Construire le SBOM<br> Processus d’aménagement du projet pour sécuriser l’exécution afin de fournir un processus permettant de maintenir la sécurité du projet du côté du <br> client.<br> Réagissez en conséquence à une cyber-crise.<br> Influencer les principales parties prenantes.<br> Rédaction de la documentation et participation aux réunions des principales parties prenantes.</p><p>Trackers de talents spécialisés reliant les meilleurs talents sur les marchés Français, Suisse et Belge.<br><br>Les consultants Glocomm ont des consultants experts alignés sur les cinq domaines techniques ci-dessous:<br>- Cloud et infrastructure<br>- ERP / CRM<br>- Développement de logiciels<br>- Intelligence d’affaires et analyse de données volumineuses<br>- Sécurité <br><br>Glocomms est la division informatique de Phaidon International, une agence mondiale de recrutement de spécialistes</p>","Paris, France",,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/ot-iot-cyber-security-consultant,"
      Freelance
    "
"
      Expert Cybersécurité - Responsable de pôle Socle & Vulnérabilités
    ","<p>Nous recherchons pour l'un de nos grands comptes, un Responsable pôle &amp; Vulnérabilités</p><p></p><p>Tâches confiées :<br>§ Gestion et coordination du SoC 3</p><p>§ Gestion des vulnérabilités : détection, remédiation, suivi<br>§ Gestion du plan cyber crise opérationnel<br>§ Investigation en cas d’évènements de sécurité<br>§ L’étude de l’évolution des solutions d’analyse<br>§ Assurer une veille sur les technologies de détection en vue de s’adapter aux menaces<br>§ Définir de nouvelles solutions et/ou Moyen d’analyse<br>§ Effectuer une veille sur les vulnérabilités, les nouvelles menaces, les iOC<br>§ Collaboration avec les autres équipes cyber sécurité afin d’inclure la sécurité dans les projets et de proposer des scénarios de détection des menaces en adéquation avec l’écosystème<br>§ Intégration de la sécurité dans les projets<br>§ Gérer les nouveaux projets Cybersécurité et réaliser si nécessaire des essais (POC)<br>§ Pilotage de l’équipe SoC &amp; Vulnérabilités<br>§ Reporting Sécurité pour les instances telles que le Comité de Sécurité<br><br>Vous aurez en charge une équipe d’experts et travaillerez en mode hybride.<br><br></p><p>Vous êtes diplômé(e) d'une école d'ingénieur(e) ou d'une université avec spécialisation en cyber sécurité ou équivalent.<br>Vous avez au moins 5 ans d'expérience acquise dans le domaine de la Sécurité Informatique.<br>Connaissances en cybersécurité, notamment les principaux standards, normes et méthodes de SSI (ISO 2700X, CIS, OWASP) ainsi que la gestion des vulnérabilités<br>Être certifié : 27001, CISA, CISSP, CSSP ou CISM est un plus<br></p><p>Vous avez des connaissances techniques dans les domaines suivants :<br>- Outils de Sécurité : Proxy, EDR, PAM, WAF, FW, MFA, PKI, IPS, NAC, DDOS, SIEM (de préférence : Splunk), SOAR, DLP, scanner de vulnérabilités, protection de messagerie, …<br>- IAM : PAM, Annuaires, Revues des habilitations couches basses, Certificats, SSO<br>- Réseaux : TCP/IP, Modèle OSI, Switching/Routing, HCI<br>- Infrastructure : Windows Server, Linux, Bases de données, Virtualisation, Sauvegardes<br>- Cloud : AWS, Azure et environnement O365<br>- Développement : Python, Powershell<br>- Environnement Workplace: Windows, O365, suite Microsoft (AV, DLP, etc)<br>- Connaissances générales : architecture sécurité des SI, techniques d’attaques, techniques d’investigation<br></p><p>Télétravail partiel</p>","Paris, France",600-720 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/expert-cybersecurite-responsable-de-pole-socle,"
      Freelance
     
      CDI
    "
"
      Chef de Projet Cyber Résilience
    ","<p>En tant que Chef de Projet Cyber Résilience, vous serez responsable de mener à bien les activités suivantes:</p><p></p><ul><li><p>Études et Analyses Sécurité: Conduire des études détaillées sur la sécurité informatique et proposer des solutions pour renforcer la résilience cyber.</p></li><li><p>Gestion des Opco GTS: Organiser, tenir, rédiger et diffuser des comptes rendus des réunions opérationnelles.</p></li><li><p>Reporting et Suivi: Produire des rapports détaillés sur l'avancement des travaux, alertes, KPI, et consommation budgétaire.</p></li><li><p>Suivi des Work Packages (WP): Mettre à jour la roadmap des WP et piloter le travail des équipes.</p></li><li><p>Gestion des Risques et Alertes: Identifier les risques, remonter les alertes, et proposer des solutions aux problèmes rencontrés.</p></li><li><p>Gestion des Comités Opérationnels (Opco): Contribuer aux Opco RESG/ISR et assurer le suivi des Opco GTS.</p></li><li><p>Préparation des Steerco: Contribuer à la préparation des Steerco GTS et Steerco RESG/ISR.</p></li><li><p>Pilotage des Travaux: Diriger les activités des WP dont vous avez la responsabilité et coordonner les contributions des différentes équipes.</p></li><li><p>Synthèse d'Avancement et KPI: Produire des synthèses d'avancement et des indicateurs clés de performance pour les différents WP.</p></li><li><p>Budget: Définir le budget et suivre la consommation des différents WP.</p></li></ul><ul><li><p>Méthodologie Agile Scrum</p></li><li><p>Connaissance approfondie des frameworks ITIL</p></li><li><p>Maîtrise de la suite Office (Exchange Online, OneDrive, O365…)</p></li><li><p>Connaissance des protocoles réseau TCP/IP</p></li></ul><p>Le programme IT Operational Resilience (ITOR) fait partie du programme global de résilience opérationnelle du groupe, piloté par RESG/ISR. GTS intervient sur les aspects liés aux infrastructures du groupe.</p><p>L'objectif du programme est de renforcer la capacité du groupe à faire face à une attaque cyber, permettant aux métiers de continuer à fonctionner sans informatique et de revenir rapidement à une situation nominale.</p><p>Le programme ITOR est organisé en plusieurs work packages (WP), chacun avec des objectifs spécifiques:</p><ul><li><p><strong>Infrastructure Recovery:</strong> Restauration des infrastructures centrales, protection des back-ups, reconstruction des serveurs et postes de travail.</p></li><li><p><strong>Application Recovery:</strong> Reconstruction des applications métiers.</p></li><li><p><strong>IT Crisis Management:</strong> Fourniture des postes de crise et préparation en cas de crise, ainsi que la gestion des activités liées aux processus vitaux (GVP).</p></li></ul>","Fontenay-sous-Bois, Île-de-France",330-550 €⁄j,https://www.free-work.com/fr/tech-it/assistant-chef-de-projet/job-mission/chef-de-projet-cyber-resilience-2,"
      Freelance
    "
"
      Consultant risque cyber polyvalent
    ","<p><strong>Contexte de la mission :</strong></p><p>L'équipe AWM TRM supervise la seconde ligne de défense vis à vis des risques Cyber et IT, pour le pôle AWM TRM</p><p>Ce pôle regroupe des boutiques d'asset management, de banque privée et de gestion d'épargne salariale, réparties principalement entre la France et les Etats-Unis.</p><p><strong>MISSIONS</strong></p><p>Le consultant occupe un rôle polyvalent au sein de l'équipe AWM TRM.</p><p>                                                                                                                                     </p><p><strong>Expertises spécifiques :</strong></p><p>Management des risques cyber</p><p>Une certification serait un plus (CISSP, CISM, ISO27001, ISO27005)</p><p>                                   </p>","Paris, France",100-500 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-risque-cyber-polyvalent,"
      Freelance
    "
"
      CONSULTANT Management des risque Cyber
    ","<p><strong>Contexte de la mission :</strong></p><p>L'équipe AWM TRM supervise la seconde ligne de défense vis à vis des risques Cyber et IT, pour le pôle AWM TRM</p><p>Ce pôle regroupe des boutiques d'asset management, de banque privée et de gestion d'épargne salariale, réparties principalement entre la France et les Etats-Unis.</p><p>Le pôle a mené un gap analysis des affiliés européens vis à vis de la réglementation DORA. Un plan de remédiation détaillé a été défini pour chaque affilié.</p><p>MISSIONS</p><p>Le consultant implémente des plans de remédiations ainsi définis.</p><p> </p><p><strong>Expertises spécifiques :</strong></p><p>Management des risques cyber</p><p>Une certification serait un plus (CISSP, CISM, ISO27001, ISO27005)</p><p>                                          </p>","Paris, France",100-600 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-management-des-risque-cyber,"
      Freelance
    "
"
      Architecte Cyber SIEM
    ","<p>En collaboration avec le chef de projet, l'architecte cybersécurité référent et les analystes SOC/CSIRT, les missions principales sont les suivantes :</p><ul><li><p>Spécifier et intégrer en production les forwarders Google Chronicle en garantissant la scalabilité et la maintenabilité de l'infrastructure, idéalement sur un socle Openshift.</p></li><li><p>Analyser le contenu du SIEM existant (Qradar) afin de définir une stratégie de collecte appropriée.</p></li><li><p>Paramétrer les logs forwarders / les APIs Chronicle et accompagner le paramétrage des logs sources pour l'ingestion des données de sécurité dans le nouveau SIEM.Définir les processus de raccordement des nouvelles sources de logs au SIEM en mode RUN et former le référent côté exploitation.</p></li></ul><p><strong>Livrables :</strong></p><ul><li><p><strong>Architecture technique :</strong> Rédaction de spécifications techniques détaillées permettant l'intégration en production des forwarders Google Chronicle.</p></li><li><p><strong>Recette :</strong> Élaboration d'un cahier de recette technique pour assurer la conformité des solutions mises en place.</p></li><li><p><strong>Intégration :</strong> Paramétrage des forwarders et de Chronicle, avec accompagnement au paramétrage des logs sources pour assurer une ingestion efficace des données de sécurité.</p></li><li><p><strong>Passage en exploitation :</strong> Mise en supervision des solutions intégrées et formation de l'exploitant aux procédures de raccordement des nouvelles sources de logs.</p></li></ul><ul><li><p>Expérience significative en tant qu'architecte technique SIEM, avec une expertise avérée dans l'intégration et la maintenance d'infrastructures de sécurité.</p></li><li><p>Connaissances approfondies des solutions SIEM, en particulier de Chronicle SIEM.</p></li><li><p>Compétences en gestion de projet et capacité à travailler en équipe.</p></li><li><p>Maîtrise des environnements Cloud, de préférence avec une expérience dans l'utilisation de solutions sur socle Openshift.</p></li><li><p>Excellentes compétences en communication et capacité à former les équipes opérationnelles.</p></li></ul><p>Rattachement : Le poste est rattaché à l'équipe de BUILD Protection des Réseaux et Détection (PRD) du service Etudes et Solutions de Sécurité (ESS) de la Direction Cybersécurité et Résilience (DCR) chez Bouygues Télécom. Le prestataire travaillera principalement au sein d'une équipe projet déjà constituée, sous la supervision d'un chef de projet également affilié à ESS.</p><p>Bouygues Télécom est en cours de migration de son infrastructure SIEM (Security Information and Event Management) interne de Qradar on-premises vers Chronicle SIEM SaaS. Ce projet, débuté en 2024, se déroule en plusieurs étapes, notamment l'intégration des forwarders Chronicle SIEM dans le système existant, le peuplement de Chronicle SIEM avec les traces de sécurité, et la création de règles de détection dans Chronicle.</p><p>Le SIEM est crucial pour les opérations de sécurité, étant utilisé par une équipe SOC/CSIRT interne et exploité par une équipe interne rattachée à ESS.</p><p>Dans ce contexte, l'équipe projet cherche à renforcer ses effectifs avec un architecte technique SIEM expérimenté.</p>","Meudon, Île-de-France",420-650 €⁄j,https://www.free-work.com/fr/tech-it/architecte/job-mission/architecte-cyber-siem,"
      Freelance
    "
"
      Ingénieur Système Windows & Virtualisation - TANIUM (H/F) - Expert
    ","<p>Dans un contexte de renforcement de l'équipe<strong> ingénierie Windows &amp; Virtualisation</strong> en charge des projets et du support de l'infra des Serveurs Windows et VmWare on prem et en cloud Azure.<br><br>Nous recherchons un <strong>Expert- Ingénieur Systèmes Windows &amp; Virtualisation </strong>spécialisé dans l'utilisation de l'outil<strong> Tanium (H/F).<br><br></strong></p><ul><li><p>La personne devra faire preuve d'une grande autonomie, d'une expérience solide, et d'une attention minutieuse aux détails.<br>‍</p></li><li><p>Une expertise confirmée dans l'automatisation et le patching via <strong>Tanium</strong> est essentielle. Il est également nécessaire de posséder des compétences avérées avec <strong>Quest Active Roles, CyberArk,</strong> et le <strong>système de monitoring Centreon.<br>‍</strong>‍</p></li><li><p>Ce poste exige une connaissance approfondie des <strong>infrastructures virtuelles VMware</strong> et des <strong>infrastructures physiques</strong>, y compris la capacité à installer des systèmes sur des serveurs HP neufs.<br>‍</p></li><li><p>Une expérience significative des environnements <strong>opérationnels on-premise</strong> est indispensable.</p></li></ul><ul><li><p>Participation à la conception des infrastructures de la DSI.</p></li><li><p>Gestion complète des systèmes Windows de 2003 à 2019.</p></li><li><p>Administration de la solution DFS-N &amp; DFS-R sur l'ensemble des Filers.</p></li><li><p>Maquettage et gestion des solutions de Production et de Développement.</p></li><li><p>Accompagnement de migration des ressources Active Directory.</p></li><li><p>Supervision et MCO (Maintien en Condition Opérationnelle) des systèmes de production et des infrastructures via Centreon.</p></li><li><p>Migration, sécurisation et mutualisation des environnements de l'infrastructure système.</p></li><li><p>Intégration d’applications métiers : conseil, intégration, et élaboration de stratégies systèmes.</p></li><li><p>Conduite de migrations géographiques de serveurs : étude de faisabilité, processus de migration, support.</p></li><li><p>Fourniture de support de niveau 3 aux équipes de Production pour les incidents, l’intégration et le développement</p></li></ul><ul><li><p>Maintien au quotidien de la disponibilité des systèmes et des outils,</p></li><li><p>Proposition d’architecture en adéquation avec les besoins métier et les normes du SI,</p></li><li><p>Prise en charge et résolution des incidents et problèmes remontés par le niveau 1,</p></li><li><p>Maîtrise de la stratégie d’évolution et du changement des plates-formes,</p></li><li><p>Gestion de l’obsolescence,</p></li><li><p>Sécurisation des systèmes d’exploitation,</p></li><li><p>Réalisation des astreintes.</p></li><li><p>Gérer et optimiser l'infrastructure on-premise existante.</p></li><li><p>En charge des projets: Run et Delivery</p></li><li><p>Assurer la sécurité des systèmes en utilisant des outils;</p></li><li><p>Collaborer avec les équipes internes pour résoudre les problèmes liés à l'infrastructure</p></li><li><p>Superviser la mise en œuvre de nouvelles fonctionnalités</p></li><li><p>Participer à l'élaboration et à la mise en œuvre de stratégies et de reprise après sinistre.</p></li><li><p>Gérer les incidents, effectuer des dépannages et fournir un support technique de haut niveau.</p></li><li><p>Documenter les processus, les procédures et les configurations liés à l'infrastructure.</p></li></ul><ul><li><p><strong>Tanium, Windows, CyberArk<br></strong></p></li><li><p><strong>Centreon, Quest Active Roles, Active Diretory</strong></p></li><li><p>Hardware: <strong>HPE</strong>, <strong>DELL/EMC</strong></p></li><li><p>Software: <strong>VMware, NSX, Vsan, Aria, VCF, Veeam, Ansible</strong></p></li></ul><ul><li><p>Connaissances des protocoles de sécurité</p></li><li><p>Appétence des outils d’automatisation et d’orchestration</p></li><li><p>Capacités rédactionnelles et conduite de projet</p></li><li><p>Veille technologique et force de proposition</p></li><li><p>Autonomie et relationnel</p></li><li><p>Languages: <strong>French</strong> and <strong>English</strong></p></li></ul><ul><li><p>Git et GitLab</p></li><li><p>Maven, NPM</p></li><li><p>Jenkins, Artifactory</p></li><li><p>Intellij / Visual Studio Code</p></li><li><p>Jira, Confluence, Messenger</p></li><li><p>Teams<br>‍<br></p></li></ul><p><strong>‍</strong>L'équipe actuelle est composée de <strong>15 personnes</strong> sinon<strong> +500 </strong>au total.<br>‍<br>‍<strong>PROCESS<br><br>‍</strong>1 visio avec le Responsable d'équipe<br><br>‍<strong>MODALITÉS<br><br></strong></p><ul><li><p>Type de contrat : <strong>Freelance</strong>‍</p></li><li><p>Durée<strong>: 3 ans</strong></p></li><li><p><strong>‍</strong>Contexte <strong>Anglophone</strong></p></li><li><p><strong>‍</strong>Poste en <strong>Freelance </strong>à pourvoir immédiatement</p></li><li><p>Télétravail<strong> 2 jours / semaine</strong></p></li><li><p><strong>‍</strong>Localisation: <strong>PARIS</strong> <strong>INTRAMUROS</strong></p></li></ul>","Paris, France",550-750 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-windows/job-mission/ingenieur-systeme-windows-virtualisation-tanium-h-f-expert,"
      Freelance
    "
"
      Ingénieur CyberArc
    ","<ol><li><p>Design de Solutions - Conception et mise en place d'infrastructures, de systèmes et d'applications</p></li><li><p>Maintien en Conditions Opérationnelles et de Sécurité (MCO / MCS) des infrastructures et ressources autour de la solution Bastion CyberArk (gestion des ressources et de la disponibilité de l’applicatif, patch management, migrations …)</p></li><li><p>Monitoring et intervention sur les incidents de production dans le respect des engagements de service et SLA associés</p></li><li><p>Participation aux exercices de PCA&amp;PRA (continuité de service)</p></li><li><p>Support aux équipes projets sur des points complexes relevant de votre domaine de compétence</p></li><li><p>Mise en œuvre de solutions d’automatisation</p></li><li><p>Application et développement des bonnes pratiques métier et de sécurité</p></li><li><p>Amélioration continue des outils et des processus</p></li></ol><p>Participation à des réponses à Appel d'Offres</p><ol><li><p>Bon niveau d’anglais</p></li><li><p>PAM, CyberArk, Vault, Active Directory</p></li><li><p>CPM (Central Policy Manager), PSM (Privilege Session Manager), MFA (Multi-Factor Authentication)</p></li><li><p>Système Windows (Server 2016-2019) &amp; Linux (Ubuntu, CentOS)</p></li><li><p>Scripting et Automatisation (Python, Bash, Html, DevOps, Ansible, Docker, Terraform)</p></li><li><p>Supervision (Zabbix, Centreon)</p></li><li><p>Cloud &amp; Virtualisation (Azure, AWS, VMWare)</p></li><li><p>Architecture technique &amp; design de solutions</p></li><li><p>Agile SAFe</p></li><li><p>Esprit d’analyse</p></li><li><p>Bonnes capacités de rédaction</p></li><li><p>Communication</p></li></ol><p>Démarche proactive</p><ol><li><p>PAM, CyberArk, Vault, Active Directory</p></li><li><p>CPM (Central Policy Manager), PSM (Privilege Session Manager), MFA (Multi-Factor Authentication)</p></li><li><p>Système Windows (Server 2016-2019) &amp; Linux (Ubuntu, CentOS)</p></li><li><p>Scripting et Automatisation (Python, Bash, Html, DevOps, Ansible, Docker, Terraform)</p></li><li><p>Supervision (Zabbix, Centreon)</p></li><li><p>Cloud &amp; Virtualisation (Azure, AWS, VMWare)</p></li></ol>","Toulouse, Occitanie",100-520 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur/job-mission/ingenieur-cyberarc,"
      Freelance
    "
"
      Ingénieur Cybersécurité (H/F)
    ","<blockquote><p>                                         🌟 <strong><em>Envie d’un nouveau challenge... CELAD vous attend ! </em></strong>🚀</p></blockquote><p>Nous poursuivons notre développement et recherchons un<strong> Ingénieur Cybersécurité H/F </strong>📈💼</p><p>Intégré au sein d’une Direction des Systèmes d’Information, vous êtes rattaché à une équipe cybersécurité, composée d’une dizaine de personnes 💻</p><p> </p><p><strong>Voici un aperçu de vos missions </strong>🎯 :</p><ul><li><p>Participer aux projets de sécurisation, avec la mise en place de CyberArk Conjur</p></li><li><p>Améliorer la sécurité du cloud et de ses données</p></li><li><p>Automatiser le déploiement des produits.</p></li></ul><p>Vous disposez d’une expérience significative d’au moins 5 ans sur un poste similaire.</p><p>Vous êtes expert sur les solutions IAM Identity Access Management (CyberArk principalement), où vous accompagnerez notre client dans le domaine de l’administration publique.</p><p><strong> </strong></p><p>🔔 <strong>Quelques infos importantes à retenir :</strong></p><p>- Organisation flexible soit 4 jours de télétravail par semaine</p><p>- Type de contrat : CDI – Freelance – Portage Salarial.</p><p> </p><p><strong>Avantages à la clé :</strong></p><ul><li><p>15 jours de RTT (100% ""salarié"" &amp; Rachat à 125%)</p></li><li><p>Participation aux bénéfices</p></li><li><p>Indemnité de déplacement (6€ net / jour OU 50% du titre de transport)</p></li><li><p>Plan Epargne Entreprise</p></li><li><p>Prime de vacances</p></li><li><p>Avance sur salaire</p></li><li><p>Comité Social et Economique.</p></li></ul><p> </p><p><em>Si vous êtes prêt(e) à relever ce défi et à contribuer à des projets stimulants, n'hésitez pas à postuler dès maintenant !</em> 🚀</p><p><strong>CELAD :</strong></p><p><strong>Bienvenue chez CELAD !</strong> Depuis nos débuts dans le monde bancaire en 1990, nous avons grandi pour devenir une force majeure dans le domaine de <strong>Systèmes d’Information</strong> &amp; l’<strong>Informatique Industrielle</strong>. Notre <strong>#TeamCELAD</strong> de <strong>1700 collaborateurs</strong> est fière de son implication dans ces deux domaines, travaillant avec plus de <strong>250 clients</strong>, allant des PME/PMI aux Grands Comptes.</p><p> </p><p>Notre siège <strong>CELAD-Toulouse</strong> offre des missions stimulantes à forte valeur ajoutée dans toute la <strong>région Occitanie</strong>. Grâce à notre diversité de clients, nous sommes actifs dans des secteurs aussi variés que la Banque et l'Assurance, le Transport, l'Automobile, l'Énergie, et bien d'autres.</p><p><em>Une véritable palette d'opportunités qui saura satisfaire tous les appétits !</em></p><p> </p><p>Nous sommes entièrement impliqués dans la gestion de nos collaborateurs et l’accompagnement de nos candidats, ce qui en fait la base de notre développement ainsi que le reflet de la qualité de notre travail.</p><p> </p><p>La bienveillance, l’enthousiasme et la passion transparaissent dès le premier contact à votre accompagnement au quotidien !</p><p> </p><p><strong><em>Si vous souhaitez faire partie de l’aventure Celadienne, rejoignez-nous !</em></strong></p><p></p><p><strong>NOTRE PROCESSUS DE RECRUTEMENT :</strong></p><p><strong>1/</strong> Votre candidature atterrit chez CELAD, prête à briller ! ✨</p><p><strong>2/</strong> Si votre profil brille autant que nous l'espérions, nous vous tendons la main pour un échange. 🤝</p><p><strong>3/</strong> 1er RDV : que ce soit en personne, en visioconférence ou au téléphone, c'est le moment de plonger dans votre parcours, vos compétences, vos rêves professionnels, et bien sûr, de vous présenter CELAD &amp; nos missions passionnantes. 💼</p><p><strong>4/</strong> 2ème RDV avec un(e) Business Manager, est sur la table pour plonger encore plus profondément. 🔍</p><p><strong>5/</strong> Et puis... c'est l'heure de la grande décision ! Nous sommes prêts à donner le feu vert à votre aventure avec nous. 🚀🎉</p>","Montpellier, Occitanie",350-500 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-cybersecurite-h-f-99,"
      Freelance
     
      CDI
    "
"
      Ingénieur réseau & sécurité - Expert Zscaler 
    ","<p>Au sein de la Direction des Systèmes d'Information, rattaché à l’équipe Infrastructure &amp; Sécurité, vous rejoindrez une équipe à taille humaine qui s'adresse à un périmètre international.</p><p>En tant qu’ingénieur Réseau &amp; Sécurité vous assisterez le manager Infrastructure &amp; Sécurité de la maison dans la prise en charge de la partie RUN, la gestion des projets infrastructure ainsi que promouvoir les bonnes pratiques cybersécurité et sensibilisation à la sécurité.</p><p> </p><p>Vos fonctions principales</p><p>Ø  Déploiement et migration des utilisateurs vers ZPA</p><p>Ø  Déploiement en mode service les applications sur Zscaler (Run / Build)</p><p>Ø  Avoir des compétences sur la technologie Palo Alto (déploiement, Run, amélioration continue, Automatisation)</p><p>Ø  Des notions sur la partie CyberArk est un plus</p><p><strong>Compétences et expériences obligatoires Techniques</strong></p><p>Expertise Zscaler (ZIA, ZPA) concernant le Build &amp; Run</p><p> </p><p><strong>Sécurité</strong> : Palo Alto en version 10, Zscaler (ZPA, ZIA)</p><p><strong>Reseaux </strong>: Cisco Nexus, Meraki, Dell Blade, Infoblox</p><p><strong>Load Balancing </strong>: F5, Big IP, LTM</p><p><strong>Outils de supervision</strong> : SolarWinds</p><p></p><p>Une bonne maîtrise de <u>l'anglais</u> est demandée pour répondre aux enjeux du poste.</p><p></p><p><strong>Compétences humaines</strong></p><p>Volontaire, autonome, responsable être capable d’aller chercher les solutions par lui même</p>","Paris, France",500-700 €⁄j,https://www.free-work.com/fr/tech-it/expert-reseau-cisco/job-mission/ingenieur-reseau-securite-expert-zscaler,"
      Freelance
    "
